"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.01,59745,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.01,59736,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.01,59728,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.01,59720,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.025,59803,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.025,59889,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.025,59968,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.025,60041,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.05,59861,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.05,60041,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.05,60206,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.05,60358,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.1,59931,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.1,60224,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.1,60495,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.1,60745,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.15,59985,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.15,60367,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.15,60720,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.15,61045,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.2,60022,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.2,60466,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.2,60876,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.2,61255,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.25,60055,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.25,60551,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.25,61011,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.25,61436,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.3,60092,"quantile"
"2021-10-18","2 wk ahead inc case","2021-10-30","GM",0.3,60649,"quantile"
"2021-10-18","3 wk ahead inc case","2021-11-06","GM",0.3,61166,"quantile"
"2021-10-18","4 wk ahead inc case","2021-11-13","GM",0.3,61644,"quantile"
"2021-10-18","1 wk ahead inc case","2021-10-23","GM",0.35,60129,"quantile"
