"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.01,24799.7597327747,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.01,11954.1897545207,"quantile"
"2021-05-31","3 wk ahead inc case","2021-06-19","GM",0.01,6238.4586618151,"quantile"
"2021-05-31","4 wk ahead inc case","2021-06-26","GM",0.01,3501.69909151879,"quantile"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.025,24839.3686263326,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.025,12005.9655703383,"quantile"
"2021-05-31","3 wk ahead inc case","2021-06-19","GM",0.025,6279.02952510457,"quantile"
"2021-05-31","4 wk ahead inc case","2021-06-26","GM",0.025,3530.33201309313,"quantile"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.05,24910.2606338428,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.05,12098.9874220777,"quantile"
"2021-05-31","3 wk ahead inc case","2021-06-19","GM",0.05,6352.174539723,"quantile"
"2021-05-31","4 wk ahead inc case","2021-06-26","GM",0.05,3582.10370044459,"quantile"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.1,25090.7984804799,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.1,12337.9366451827,"quantile"
"2021-05-31","3 wk ahead inc case","2021-06-19","GM",0.1,6541.55877687316,"quantile"
"2021-05-31","4 wk ahead inc case","2021-06-26","GM",0.1,3717.03578770741,"quantile"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.15,25240.3592470546,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.15,12538.129617831,"quantile"
"2021-05-31","3 wk ahead inc case","2021-06-19","GM",0.15,6701.87503103883,"quantile"
"2021-05-31","4 wk ahead inc case","2021-06-26","GM",0.15,3832.24691241219,"quantile"
"2021-05-31","1 wk ahead inc case","2021-06-05","GM",0.2,25359.2247182982,"quantile"
"2021-05-31","2 wk ahead inc case","2021-06-12","GM",0.2,12698.6915982837,"quantile"
