"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.01,43110,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.01,35517,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.01,30135,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.01,26214,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.025,43243,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.025,35680,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.025,30310,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.025,26392,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.05,43378,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.05,35836,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.05,30475,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.05,26559,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.1,43734,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.1,36267,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.1,30938,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.1,27034,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.15,44250,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.15,36904,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.15,31629,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.15,27745,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.2,44628,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.2,37365,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.2,32129,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.2,28259,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.25,44882,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.25,37669,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.25,32455,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.25,28594,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.3,45150,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.3,38000,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.3,32817,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.3,28969,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.35,45368,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.35,38268,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.35,33110,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.35,29272,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.4,45585,"quantile"
"2021-10-04","2 wk ahead inc case","2021-10-16","GM",0.4,38540,"quantile"
"2021-10-04","3 wk ahead inc case","2021-10-23","GM",0.4,33409,"quantile"
"2021-10-04","4 wk ahead inc case","2021-10-30","GM",0.4,29585,"quantile"
"2021-10-04","1 wk ahead inc case","2021-10-09","GM",0.45,46727,"quantile"
