"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.01,66596,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.01,79583,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.01,94048,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.01,109987,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.025,66843,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.025,80108,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.025,94926,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.025,111299,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.05,67112,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.05,80680,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.05,95886,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.05,112738,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.1,67884,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.1,82332,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.1,98670,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.1,116934,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.15,68133,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.15,82870,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.15,99584,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.15,118321,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.2,68532,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.2,83738,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.2,101071,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.2,120596,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.25,68662,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.25,84022,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.25,101558,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.25,121343,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.3,68765,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.3,84246,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.3,101944,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.3,121936,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.35,68929,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.35,84603,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.35,102555,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.35,122872,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.4,69059,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.4,84887,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.4,103045,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.4,123624,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.45,69196,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.45,85187,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.45,103562,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.45,124421,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.5,69354,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.5,85532,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.5,104157,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.5,125338,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.55,69493,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.55,85838,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.55,104686,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.55,126154,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.6,69615,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.6,86105,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.6,105149,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.6,126870,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.65,69705,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.65,86305,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.65,105496,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.65,127408,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.7,69884,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.7,86698,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.7,106176,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.7,128459,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.75,70124,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.75,87227,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.75,107094,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.75,129881,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.8,70380,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.8,87794,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.8,108082,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.8,131419,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.85,70637,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.85,88367,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.85,109085,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.85,132987,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.9,71131,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.9,89469,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.9,111025,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.9,136034,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.95,72197,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.95,91873,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.95,115295,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.95,142805,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.975,72822,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.975,93298,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.975,117848,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.975,146885,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",0.99,73113,"quantile"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",0.99,93963,"quantile"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",0.99,119046,"quantile"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",0.99,148808,"quantile"
"2021-09-13","1 wk ahead inc case","2021-09-18","GM",NA,69429,"point"
"2021-09-13","2 wk ahead inc case","2021-09-25","GM",NA,85696,"point"
"2021-09-13","3 wk ahead inc case","2021-10-02","GM",NA,104439,"point"
"2021-09-13","4 wk ahead inc case","2021-10-09","GM",NA,125772,"point"
