"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.01,53131,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.01,64097,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.01,76517,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.01,90439,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.025,53276,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.025,64412,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.025,77052,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.025,91252,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.05,53590,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.05,65099,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.05,78229,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.05,93052,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.1,54106,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.1,66230,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.1,80170,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.1,96023,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.15,54453,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.15,66999,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.15,81503,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.15,98087,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.2,54707,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.2,67567,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.2,82493,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.2,99628,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.25,54828,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.25,67836,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.25,82963,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.25,100359,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.3,54942,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.3,68090,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.3,83408,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.3,101052,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.35,55019,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.35,68264,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.35,83713,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.35,101530,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.4,55098,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.4,68442,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.4,84025,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.4,102017,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.45,55170,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.45,68603,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.45,84308,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.45,102461,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.5,55228,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.5,68733,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.5,84537,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.5,102821,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.55,55301,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.55,68898,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.55,84827,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.55,103276,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.6,55387,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.6,69092,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.6,85169,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.6,103813,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.65,55456,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.65,69246,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.65,85442,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.65,104243,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.7,55519,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.7,69388,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.7,85692,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.7,104636,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.75,55629,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.75,69638,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.75,86134,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.75,105333,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.8,55812,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.8,70056,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.8,86878,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.8,106512,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.85,55973,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.85,70423,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.85,87532,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.85,107551,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.9,56303,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.9,71181,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.9,88888,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.9,109715,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.95,56983,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.95,72751,"quantile"
"2021-08-23","3 wk ahead inc case","2021-09-11","GM",0.95,91721,"quantile"
"2021-08-23","4 wk ahead inc case","2021-09-18","GM",0.95,114267,"quantile"
"2021-08-23","1 wk ahead inc case","2021-08-28","GM",0.975,57293,"quantile"
"2021-08-23","2 wk ahead inc case","2021-09-04","GM",0.975,73470,"quantile"
