"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.01,25427,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.01,32041,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.01,39852,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.01,48961,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.025,25463,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.025,32122,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.025,39997,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.025,49190,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.05,25600,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.05,32437,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.05,40558,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.05,50082,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.1,25817,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.1,32929,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.1,41434,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.1,51472,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.15,25948,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.15,33232,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.15,41982,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.15,52355,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.2,26050,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.2,33467,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.2,42410,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.2,53048,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.25,26106,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.25,33599,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.25,42649,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.25,53437,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.3,26137,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.3,33670,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.3,42779,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.3,53648,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.35,26162,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.35,33729,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.35,42886,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.35,53820,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.4,26182,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.4,33777,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.4,42974,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.4,53963,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.45,26204,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.45,33826,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.45,43063,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.45,54109,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.5,26223,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.5,33872,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.5,43147,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.5,54245,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.55,26246,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.55,33924,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.55,43243,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.55,54402,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.6,26272,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.6,33987,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.6,43358,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.6,54588,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.65,26301,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.65,34053,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.65,43480,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.65,54788,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.7,26324,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.7,34107,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.7,43578,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.7,54948,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.75,26344,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.75,34155,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.75,43665,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.75,55091,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.8,26410,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.8,34309,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.8,43949,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.8,55555,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.85,26505,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.85,34534,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.85,44364,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.85,56237,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.9,26642,"quantile"
"2021-08-09","2 wk ahead inc case","2021-08-21","GM",0.9,34857,"quantile"
"2021-08-09","3 wk ahead inc case","2021-08-28","GM",0.9,44963,"quantile"
"2021-08-09","4 wk ahead inc case","2021-09-04","GM",0.9,57224,"quantile"
"2021-08-09","1 wk ahead inc case","2021-08-14","GM",0.95,26891,"quantile"
