"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.01,287983,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.01,344379,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.01,409149,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.01,483065,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.025,288199,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.025,344858,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.025,409977,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.025,484340,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.05,288445,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.05,345404,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.05,410919,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.05,485793,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.1,288951,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.1,346528,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.1,412858,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.1,488779,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.15,289506,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.15,347764,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.15,414993,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.15,492074,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.2,289925,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.2,348702,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.2,416621,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.2,494596,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.25,290165,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.25,349238,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.25,417551,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.25,496035,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.3,290397,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.3,349757,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.3,418452,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.3,497433,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.35,290745,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.35,350535,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.35,419806,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.35,499536,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.4,291053,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.4,351226,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.4,421009,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.4,501405,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.45,291924,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.45,353185,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.45,424428,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.45,506733,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.5,293012,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.5,355638,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.5,428722,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.5,513444,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.55,294285,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.55,358519,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.55,433786,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.55,521388,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.6,294767,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.6,359613,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.6,435711,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.6,524415,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.65,295029,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.65,360209,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.65,436762,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.65,526066,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.7,295312,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.7,360851,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.7,437894,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.7,527851,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.75,295617,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.75,361545,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.75,439122,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.75,529787,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.8,296128,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.8,362710,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.8,441182,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.8,533039,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.85,296513,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.85,363587,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.85,442734,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.85,535492,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.9,296945,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.9,364573,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.9,444483,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.9,538259,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.95,297416,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.95,365649,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.95,446391,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.95,541282,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.975,297575,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.975,366011,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.975,447035,"quantile"
"2021-11-15","4 wk ahead inc case","2021-12-11","GM",0.975,542302,"quantile"
"2021-11-15","1 wk ahead inc case","2021-11-20","GM",0.99,297757,"quantile"
"2021-11-15","2 wk ahead inc case","2021-11-27","GM",0.99,366426,"quantile"
"2021-11-15","3 wk ahead inc case","2021-12-04","GM",0.99,447771,"quantile"
