"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",NA,110954,"point"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.01,103610.08,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.025,103782.7,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.05,104070.4,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.1,104645.8,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.15,105221.2,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.2,105855.4,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.25,106519,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.3,107182.6,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.35,107878.4,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.4,108638.6,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.45,109398.8,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.5,110159,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.55,111038.9,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.6,111918.8,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.65,112798.7,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.7,113769.6,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.75,114786,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.8,115802.4,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.85,116873.4,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.9,118053.6,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.95,119233.8,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.975,119823.9,"quantile"
"2021-04-05","1 wk ahead inc case","2021-04-10","GM",0.99,120177.96,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",NA,98201,"point"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.01,95330.2,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.025,95399.5,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.05,95515,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.1,95746,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.15,95977,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.2,96229,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.25,96491.5,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.3,96754,"quantile"
"2021-04-05","2 wk ahead inc case","2021-04-17","GM",0.35,97028.4,"quantile"
