"forecast_date","target","target_end_date","location","quantile","value","type"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.7,97440,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.7,118223,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.7,141704,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.75,79361,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.75,97626,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.75,118543,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.75,142196,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.8,79452,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.8,97826,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.8,118887,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.8,142726,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.85,79794,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.85,98579,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.85,120190,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.85,144737,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.9,80322,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.9,99745,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.9,122217,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.9,147882,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.95,80840,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.95,100894,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.95,124224,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.95,151011,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.975,81287,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.975,101895,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.975,125982,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.975,153766,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",0.99,81382,"quantile"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",0.99,102107,"quantile"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",0.99,126355,"quantile"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",0.99,154350,"quantile"
"2021-09-20","1 wk ahead inc case","2021-09-25","GM",NA,78782,"point"
"2021-09-20","2 wk ahead inc case","2021-10-02","GM",NA,96363,"point"
"2021-09-20","3 wk ahead inc case","2021-10-09","GM",NA,116373,"point"
"2021-09-20","4 wk ahead inc case","2021-10-16","GM",NA,138870,"point"
