"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-07-17","2021-07-12",544
"PL","1 wk ahead inc case","quantile",0.01,"2021-07-17","2021-07-12",300
"PL","1 wk ahead inc case","quantile",0.025,"2021-07-17","2021-07-12",325
"PL","1 wk ahead inc case","quantile",0.05,"2021-07-17","2021-07-12",352
"PL","1 wk ahead inc case","quantile",0.1,"2021-07-17","2021-07-12",392
"PL","1 wk ahead inc case","quantile",0.15,"2021-07-17","2021-07-12",421
"PL","1 wk ahead inc case","quantile",0.2,"2021-07-17","2021-07-12",443
"PL","1 wk ahead inc case","quantile",0.25,"2021-07-17","2021-07-12",458
"PL","1 wk ahead inc case","quantile",0.3,"2021-07-17","2021-07-12",476
"PL","1 wk ahead inc case","quantile",0.35,"2021-07-17","2021-07-12",493
"PL","1 wk ahead inc case","quantile",0.4,"2021-07-17","2021-07-12",511
"PL","1 wk ahead inc case","quantile",0.45,"2021-07-17","2021-07-12",529
"PL","1 wk ahead inc case","quantile",0.5,"2021-07-17","2021-07-12",544
"PL","1 wk ahead inc case","quantile",0.55,"2021-07-17","2021-07-12",563
"PL","1 wk ahead inc case","quantile",0.6,"2021-07-17","2021-07-12",579
"PL","1 wk ahead inc case","quantile",0.65,"2021-07-17","2021-07-12",595
"PL","1 wk ahead inc case","quantile",0.7,"2021-07-17","2021-07-12",617
"PL","1 wk ahead inc case","quantile",0.75,"2021-07-17","2021-07-12",649
"PL","1 wk ahead inc case","quantile",0.8,"2021-07-17","2021-07-12",677
"PL","1 wk ahead inc case","quantile",0.85,"2021-07-17","2021-07-12",712
"PL","1 wk ahead inc case","quantile",0.9,"2021-07-17","2021-07-12",744
"PL","1 wk ahead inc case","quantile",0.95,"2021-07-17","2021-07-12",819
"PL","1 wk ahead inc case","quantile",0.975,"2021-07-17","2021-07-12",887
"PL","1 wk ahead inc case","quantile",0.99,"2021-07-17","2021-07-12",963
"PL","2 wk ahead inc case","point",NA,"2021-07-24","2021-07-12",650
"PL","2 wk ahead inc case","quantile",0.01,"2021-07-24","2021-07-12",258
"PL","2 wk ahead inc case","quantile",0.025,"2021-07-24","2021-07-12",284
"PL","2 wk ahead inc case","quantile",0.05,"2021-07-24","2021-07-12",325
"PL","2 wk ahead inc case","quantile",0.1,"2021-07-24","2021-07-12",387
"PL","2 wk ahead inc case","quantile",0.15,"2021-07-24","2021-07-12",428
"PL","2 wk ahead inc case","quantile",0.2,"2021-07-24","2021-07-12",464
"PL","2 wk ahead inc case","quantile",0.25,"2021-07-24","2021-07-12",493
"PL","2 wk ahead inc case","quantile",0.3,"2021-07-24","2021-07-12",524
"PL","2 wk ahead inc case","quantile",0.35,"2021-07-24","2021-07-12",556
"PL","2 wk ahead inc case","quantile",0.4,"2021-07-24","2021-07-12",586
"PL","2 wk ahead inc case","quantile",0.45,"2021-07-24","2021-07-12",619
"PL","2 wk ahead inc case","quantile",0.5,"2021-07-24","2021-07-12",650
"PL","2 wk ahead inc case","quantile",0.55,"2021-07-24","2021-07-12",690
"PL","2 wk ahead inc case","quantile",0.6,"2021-07-24","2021-07-12",717
"PL","2 wk ahead inc case","quantile",0.65,"2021-07-24","2021-07-12",752
"PL","2 wk ahead inc case","quantile",0.7,"2021-07-24","2021-07-12",796
"PL","2 wk ahead inc case","quantile",0.75,"2021-07-24","2021-07-12",841
"PL","2 wk ahead inc case","quantile",0.8,"2021-07-24","2021-07-12",895
"PL","2 wk ahead inc case","quantile",0.85,"2021-07-24","2021-07-12",961
"PL","2 wk ahead inc case","quantile",0.9,"2021-07-24","2021-07-12",1072
"PL","2 wk ahead inc case","quantile",0.95,"2021-07-24","2021-07-12",1218
"PL","2 wk ahead inc case","quantile",0.975,"2021-07-24","2021-07-12",1418
"PL","2 wk ahead inc case","quantile",0.99,"2021-07-24","2021-07-12",1587
"PL","3 wk ahead inc case","point",NA,"2021-07-31","2021-07-12",878
"PL","3 wk ahead inc case","quantile",0.01,"2021-07-31","2021-07-12",220
"PL","3 wk ahead inc case","quantile",0.025,"2021-07-31","2021-07-12",271
"PL","3 wk ahead inc case","quantile",0.05,"2021-07-31","2021-07-12",314
"PL","3 wk ahead inc case","quantile",0.1,"2021-07-31","2021-07-12",415
"PL","3 wk ahead inc case","quantile",0.15,"2021-07-31","2021-07-12",477
"PL","3 wk ahead inc case","quantile",0.2,"2021-07-31","2021-07-12",530
"PL","3 wk ahead inc case","quantile",0.25,"2021-07-31","2021-07-12",591
"PL","3 wk ahead inc case","quantile",0.3,"2021-07-31","2021-07-12",645
"PL","3 wk ahead inc case","quantile",0.35,"2021-07-31","2021-07-12",689
"PL","3 wk ahead inc case","quantile",0.4,"2021-07-31","2021-07-12",753
"PL","3 wk ahead inc case","quantile",0.45,"2021-07-31","2021-07-12",813
"PL","3 wk ahead inc case","quantile",0.5,"2021-07-31","2021-07-12",878
"PL","3 wk ahead inc case","quantile",0.55,"2021-07-31","2021-07-12",944
"PL","3 wk ahead inc case","quantile",0.6,"2021-07-31","2021-07-12",1006
"PL","3 wk ahead inc case","quantile",0.65,"2021-07-31","2021-07-12",1068
"PL","3 wk ahead inc case","quantile",0.7,"2021-07-31","2021-07-12",1143
"PL","3 wk ahead inc case","quantile",0.75,"2021-07-31","2021-07-12",1254
"PL","3 wk ahead inc case","quantile",0.8,"2021-07-31","2021-07-12",1408
"PL","3 wk ahead inc case","quantile",0.85,"2021-07-31","2021-07-12",1553
"PL","3 wk ahead inc case","quantile",0.9,"2021-07-31","2021-07-12",1749
"PL","3 wk ahead inc case","quantile",0.95,"2021-07-31","2021-07-12",2112
"PL","3 wk ahead inc case","quantile",0.975,"2021-07-31","2021-07-12",2374
"PL","3 wk ahead inc case","quantile",0.99,"2021-07-31","2021-07-12",2838
"PL","4 wk ahead inc case","point",NA,"2021-08-07","2021-07-12",1160
"PL","4 wk ahead inc case","quantile",0.01,"2021-08-07","2021-07-12",174
"PL","4 wk ahead inc case","quantile",0.025,"2021-08-07","2021-07-12",236
"PL","4 wk ahead inc case","quantile",0.05,"2021-08-07","2021-07-12",296
"PL","4 wk ahead inc case","quantile",0.1,"2021-08-07","2021-07-12",429
"PL","4 wk ahead inc case","quantile",0.15,"2021-08-07","2021-07-12",516
"PL","4 wk ahead inc case","quantile",0.2,"2021-08-07","2021-07-12",616
"PL","4 wk ahead inc case","quantile",0.25,"2021-08-07","2021-07-12",687
"PL","4 wk ahead inc case","quantile",0.3,"2021-08-07","2021-07-12",762
"PL","4 wk ahead inc case","quantile",0.35,"2021-08-07","2021-07-12",852
"PL","4 wk ahead inc case","quantile",0.4,"2021-08-07","2021-07-12",948
"PL","4 wk ahead inc case","quantile",0.45,"2021-08-07","2021-07-12",1051
"PL","4 wk ahead inc case","quantile",0.5,"2021-08-07","2021-07-12",1160
"PL","4 wk ahead inc case","quantile",0.55,"2021-08-07","2021-07-12",1261
"PL","4 wk ahead inc case","quantile",0.6,"2021-08-07","2021-07-12",1392
"PL","4 wk ahead inc case","quantile",0.65,"2021-08-07","2021-07-12",1538
"PL","4 wk ahead inc case","quantile",0.7,"2021-08-07","2021-07-12",1681
"PL","4 wk ahead inc case","quantile",0.75,"2021-08-07","2021-07-12",1856
"PL","4 wk ahead inc case","quantile",0.8,"2021-08-07","2021-07-12",2153
"PL","4 wk ahead inc case","quantile",0.85,"2021-08-07","2021-07-12",2482
"PL","4 wk ahead inc case","quantile",0.9,"2021-08-07","2021-07-12",2896
"PL","4 wk ahead inc case","quantile",0.95,"2021-08-07","2021-07-12",3740
"PL","4 wk ahead inc case","quantile",0.975,"2021-08-07","2021-07-12",4756
"PL","4 wk ahead inc case","quantile",0.99,"2021-08-07","2021-07-12",5765
