"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-06-05","2021-05-31",3338.5
"PL","1 wk ahead inc case","quantile",0.01,"2021-06-05","2021-05-31",1900.86
"PL","1 wk ahead inc case","quantile",0.025,"2021-06-05","2021-05-31",2054.8
"PL","1 wk ahead inc case","quantile",0.05,"2021-06-05","2021-05-31",2522.5
"PL","1 wk ahead inc case","quantile",0.1,"2021-06-05","2021-05-31",2734.8
"PL","1 wk ahead inc case","quantile",0.15,"2021-06-05","2021-05-31",2885.55
"PL","1 wk ahead inc case","quantile",0.2,"2021-06-05","2021-05-31",2985.8
"PL","1 wk ahead inc case","quantile",0.25,"2021-06-05","2021-05-31",3054.5
"PL","1 wk ahead inc case","quantile",0.3,"2021-06-05","2021-05-31",3109
"PL","1 wk ahead inc case","quantile",0.35,"2021-06-05","2021-05-31",3169.65
"PL","1 wk ahead inc case","quantile",0.4,"2021-06-05","2021-05-31",3232.6
"PL","1 wk ahead inc case","quantile",0.45,"2021-06-05","2021-05-31",3286.55
"PL","1 wk ahead inc case","quantile",0.5,"2021-06-05","2021-05-31",3338.5
"PL","1 wk ahead inc case","quantile",0.55,"2021-06-05","2021-05-31",3399.45
"PL","1 wk ahead inc case","quantile",0.6,"2021-06-05","2021-05-31",3446
"PL","1 wk ahead inc case","quantile",0.65,"2021-06-05","2021-05-31",3492.35
"PL","1 wk ahead inc case","quantile",0.7,"2021-06-05","2021-05-31",3545
"PL","1 wk ahead inc case","quantile",0.75,"2021-06-05","2021-05-31",3614
"PL","1 wk ahead inc case","quantile",0.8,"2021-06-05","2021-05-31",3693.2
"PL","1 wk ahead inc case","quantile",0.85,"2021-06-05","2021-05-31",3782.15
"PL","1 wk ahead inc case","quantile",0.9,"2021-06-05","2021-05-31",3891.1
"PL","1 wk ahead inc case","quantile",0.95,"2021-06-05","2021-05-31",4051.3
"PL","1 wk ahead inc case","quantile",0.975,"2021-06-05","2021-05-31",4244.05
"PL","1 wk ahead inc case","quantile",0.99,"2021-06-05","2021-05-31",4445.02
"PL","2 wk ahead inc case","point",NA,"2021-06-12","2021-05-31",1535
"PL","2 wk ahead inc case","quantile",0.01,"2021-06-12","2021-05-31",256.96
"PL","2 wk ahead inc case","quantile",0.025,"2021-06-12","2021-05-31",288
"PL","2 wk ahead inc case","quantile",0.05,"2021-06-12","2021-05-31",1005.55
"PL","2 wk ahead inc case","quantile",0.1,"2021-06-12","2021-05-31",1192.7
"PL","2 wk ahead inc case","quantile",0.15,"2021-06-12","2021-05-31",1257.85
"PL","2 wk ahead inc case","quantile",0.2,"2021-06-12","2021-05-31",1316.8
"PL","2 wk ahead inc case","quantile",0.25,"2021-06-12","2021-05-31",1361
"PL","2 wk ahead inc case","quantile",0.3,"2021-06-12","2021-05-31",1398
"PL","2 wk ahead inc case","quantile",0.35,"2021-06-12","2021-05-31",1434.3
"PL","2 wk ahead inc case","quantile",0.4,"2021-06-12","2021-05-31",1460.6
"PL","2 wk ahead inc case","quantile",0.45,"2021-06-12","2021-05-31",1496.55
"PL","2 wk ahead inc case","quantile",0.5,"2021-06-12","2021-05-31",1535
"PL","2 wk ahead inc case","quantile",0.55,"2021-06-12","2021-05-31",1574.45
"PL","2 wk ahead inc case","quantile",0.6,"2021-06-12","2021-05-31",1608.4
"PL","2 wk ahead inc case","quantile",0.65,"2021-06-12","2021-05-31",1647
"PL","2 wk ahead inc case","quantile",0.7,"2021-06-12","2021-05-31",1687.3
"PL","2 wk ahead inc case","quantile",0.75,"2021-06-12","2021-05-31",1720.75
"PL","2 wk ahead inc case","quantile",0.8,"2021-06-12","2021-05-31",1767.2
"PL","2 wk ahead inc case","quantile",0.85,"2021-06-12","2021-05-31",1808
"PL","2 wk ahead inc case","quantile",0.9,"2021-06-12","2021-05-31",1892.2
"PL","2 wk ahead inc case","quantile",0.95,"2021-06-12","2021-05-31",2010.2
"PL","2 wk ahead inc case","quantile",0.975,"2021-06-12","2021-05-31",2150.2
"PL","2 wk ahead inc case","quantile",0.99,"2021-06-12","2021-05-31",2266.21
"PL","3 wk ahead inc case","point",NA,"2021-06-19","2021-05-31",693.5
"PL","3 wk ahead inc case","quantile",0.01,"2021-06-19","2021-05-31",13
"PL","3 wk ahead inc case","quantile",0.025,"2021-06-19","2021-05-31",17
"PL","3 wk ahead inc case","quantile",0.05,"2021-06-19","2021-05-31",356.95
"PL","3 wk ahead inc case","quantile",0.1,"2021-06-19","2021-05-31",458.8
"PL","3 wk ahead inc case","quantile",0.15,"2021-06-19","2021-05-31",516.7
"PL","3 wk ahead inc case","quantile",0.2,"2021-06-19","2021-05-31",543
"PL","3 wk ahead inc case","quantile",0.25,"2021-06-19","2021-05-31",577
"PL","3 wk ahead inc case","quantile",0.3,"2021-06-19","2021-05-31",602
"PL","3 wk ahead inc case","quantile",0.35,"2021-06-19","2021-05-31",627
"PL","3 wk ahead inc case","quantile",0.4,"2021-06-19","2021-05-31",648
"PL","3 wk ahead inc case","quantile",0.45,"2021-06-19","2021-05-31",671
"PL","3 wk ahead inc case","quantile",0.5,"2021-06-19","2021-05-31",693.5
"PL","3 wk ahead inc case","quantile",0.55,"2021-06-19","2021-05-31",722.45
"PL","3 wk ahead inc case","quantile",0.6,"2021-06-19","2021-05-31",740.4
"PL","3 wk ahead inc case","quantile",0.65,"2021-06-19","2021-05-31",768.35
"PL","3 wk ahead inc case","quantile",0.7,"2021-06-19","2021-05-31",795.3
"PL","3 wk ahead inc case","quantile",0.75,"2021-06-19","2021-05-31",821.5
"PL","3 wk ahead inc case","quantile",0.8,"2021-06-19","2021-05-31",863
"PL","3 wk ahead inc case","quantile",0.85,"2021-06-19","2021-05-31",906.15
"PL","3 wk ahead inc case","quantile",0.9,"2021-06-19","2021-05-31",959
"PL","3 wk ahead inc case","quantile",0.95,"2021-06-19","2021-05-31",1045.4
"PL","3 wk ahead inc case","quantile",0.975,"2021-06-19","2021-05-31",1133.425
"PL","3 wk ahead inc case","quantile",0.99,"2021-06-19","2021-05-31",1232.36
"PL","4 wk ahead inc case","point",NA,"2021-06-26","2021-05-31",313.5
"PL","4 wk ahead inc case","quantile",0.01,"2021-06-26","2021-05-31",0
"PL","4 wk ahead inc case","quantile",0.025,"2021-06-26","2021-05-31",0
"PL","4 wk ahead inc case","quantile",0.05,"2021-06-26","2021-05-31",111.55
"PL","4 wk ahead inc case","quantile",0.1,"2021-06-26","2021-05-31",171.9
"PL","4 wk ahead inc case","quantile",0.15,"2021-06-26","2021-05-31",199
"PL","4 wk ahead inc case","quantile",0.2,"2021-06-26","2021-05-31",219
"PL","4 wk ahead inc case","quantile",0.25,"2021-06-26","2021-05-31",236
"PL","4 wk ahead inc case","quantile",0.3,"2021-06-26","2021-05-31",255.7
"PL","4 wk ahead inc case","quantile",0.35,"2021-06-26","2021-05-31",271.65
"PL","4 wk ahead inc case","quantile",0.4,"2021-06-26","2021-05-31",283
"PL","4 wk ahead inc case","quantile",0.45,"2021-06-26","2021-05-31",296
"PL","4 wk ahead inc case","quantile",0.5,"2021-06-26","2021-05-31",313.5
"PL","4 wk ahead inc case","quantile",0.55,"2021-06-26","2021-05-31",329
"PL","4 wk ahead inc case","quantile",0.6,"2021-06-26","2021-05-31",347
"PL","4 wk ahead inc case","quantile",0.65,"2021-06-26","2021-05-31",366.35
"PL","4 wk ahead inc case","quantile",0.7,"2021-06-26","2021-05-31",380
"PL","4 wk ahead inc case","quantile",0.75,"2021-06-26","2021-05-31",406
"PL","4 wk ahead inc case","quantile",0.8,"2021-06-26","2021-05-31",427
"PL","4 wk ahead inc case","quantile",0.85,"2021-06-26","2021-05-31",459
"PL","4 wk ahead inc case","quantile",0.9,"2021-06-26","2021-05-31",503
"PL","4 wk ahead inc case","quantile",0.95,"2021-06-26","2021-05-31",569.2
"PL","4 wk ahead inc case","quantile",0.975,"2021-06-26","2021-05-31",629.275
"PL","4 wk ahead inc case","quantile",0.99,"2021-06-26","2021-05-31",729.3
