"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-06-26","2021-06-21",830
"PL","1 wk ahead inc case","quantile",0.01,"2021-06-26","2021-06-21",627
"PL","1 wk ahead inc case","quantile",0.025,"2021-06-26","2021-06-21",644.975
"PL","1 wk ahead inc case","quantile",0.05,"2021-06-26","2021-06-21",676
"PL","1 wk ahead inc case","quantile",0.1,"2021-06-26","2021-06-21",706.9
"PL","1 wk ahead inc case","quantile",0.15,"2021-06-26","2021-06-21",730.7
"PL","1 wk ahead inc case","quantile",0.2,"2021-06-26","2021-06-21",750
"PL","1 wk ahead inc case","quantile",0.25,"2021-06-26","2021-06-21",765
"PL","1 wk ahead inc case","quantile",0.3,"2021-06-26","2021-06-21",778
"PL","1 wk ahead inc case","quantile",0.35,"2021-06-26","2021-06-21",790
"PL","1 wk ahead inc case","quantile",0.4,"2021-06-26","2021-06-21",803
"PL","1 wk ahead inc case","quantile",0.45,"2021-06-26","2021-06-21",816
"PL","1 wk ahead inc case","quantile",0.5,"2021-06-26","2021-06-21",830
"PL","1 wk ahead inc case","quantile",0.55,"2021-06-26","2021-06-21",844
"PL","1 wk ahead inc case","quantile",0.6,"2021-06-26","2021-06-21",859
"PL","1 wk ahead inc case","quantile",0.65,"2021-06-26","2021-06-21",873
"PL","1 wk ahead inc case","quantile",0.7,"2021-06-26","2021-06-21",885.3
"PL","1 wk ahead inc case","quantile",0.75,"2021-06-26","2021-06-21",902
"PL","1 wk ahead inc case","quantile",0.8,"2021-06-26","2021-06-21",918
"PL","1 wk ahead inc case","quantile",0.85,"2021-06-26","2021-06-21",937
"PL","1 wk ahead inc case","quantile",0.9,"2021-06-26","2021-06-21",975
"PL","1 wk ahead inc case","quantile",0.95,"2021-06-26","2021-06-21",1009
"PL","1 wk ahead inc case","quantile",0.975,"2021-06-26","2021-06-21",1058.075
"PL","1 wk ahead inc case","quantile",0.99,"2021-06-26","2021-06-21",1094.01
"PL","2 wk ahead inc case","point",NA,"2021-07-03","2021-06-21",513.5
"PL","2 wk ahead inc case","quantile",0.01,"2021-07-03","2021-06-21",347
"PL","2 wk ahead inc case","quantile",0.025,"2021-07-03","2021-06-21",367.95
"PL","2 wk ahead inc case","quantile",0.05,"2021-07-03","2021-06-21",393
"PL","2 wk ahead inc case","quantile",0.1,"2021-07-03","2021-06-21",417
"PL","2 wk ahead inc case","quantile",0.15,"2021-07-03","2021-06-21",433
"PL","2 wk ahead inc case","quantile",0.2,"2021-07-03","2021-06-21",449.8
"PL","2 wk ahead inc case","quantile",0.25,"2021-07-03","2021-06-21",460
"PL","2 wk ahead inc case","quantile",0.3,"2021-07-03","2021-06-21",474
"PL","2 wk ahead inc case","quantile",0.35,"2021-07-03","2021-06-21",485
"PL","2 wk ahead inc case","quantile",0.4,"2021-07-03","2021-06-21",496
"PL","2 wk ahead inc case","quantile",0.45,"2021-07-03","2021-06-21",504.55
"PL","2 wk ahead inc case","quantile",0.5,"2021-07-03","2021-06-21",513.5
"PL","2 wk ahead inc case","quantile",0.55,"2021-07-03","2021-06-21",526
"PL","2 wk ahead inc case","quantile",0.6,"2021-07-03","2021-06-21",538.4
"PL","2 wk ahead inc case","quantile",0.65,"2021-07-03","2021-06-21",549
"PL","2 wk ahead inc case","quantile",0.7,"2021-07-03","2021-06-21",562.3
"PL","2 wk ahead inc case","quantile",0.75,"2021-07-03","2021-06-21",580
"PL","2 wk ahead inc case","quantile",0.8,"2021-07-03","2021-06-21",597
"PL","2 wk ahead inc case","quantile",0.85,"2021-07-03","2021-06-21",622.15
"PL","2 wk ahead inc case","quantile",0.9,"2021-07-03","2021-06-21",657
"PL","2 wk ahead inc case","quantile",0.95,"2021-07-03","2021-06-21",693
"PL","2 wk ahead inc case","quantile",0.975,"2021-07-03","2021-06-21",717.025
"PL","2 wk ahead inc case","quantile",0.99,"2021-07-03","2021-06-21",765.01
"PL","3 wk ahead inc case","point",NA,"2021-07-10","2021-06-21",348
"PL","3 wk ahead inc case","quantile",0.01,"2021-07-10","2021-06-21",195.97
"PL","3 wk ahead inc case","quantile",0.025,"2021-07-10","2021-06-21",214.975
"PL","3 wk ahead inc case","quantile",0.05,"2021-07-10","2021-06-21",231
"PL","3 wk ahead inc case","quantile",0.1,"2021-07-10","2021-06-21",254.9
"PL","3 wk ahead inc case","quantile",0.15,"2021-07-10","2021-06-21",270
"PL","3 wk ahead inc case","quantile",0.2,"2021-07-10","2021-06-21",282
"PL","3 wk ahead inc case","quantile",0.25,"2021-07-10","2021-06-21",292
"PL","3 wk ahead inc case","quantile",0.3,"2021-07-10","2021-06-21",302
"PL","3 wk ahead inc case","quantile",0.35,"2021-07-10","2021-06-21",315.65
"PL","3 wk ahead inc case","quantile",0.4,"2021-07-10","2021-06-21",329
"PL","3 wk ahead inc case","quantile",0.45,"2021-07-10","2021-06-21",337.55
"PL","3 wk ahead inc case","quantile",0.5,"2021-07-10","2021-06-21",348
"PL","3 wk ahead inc case","quantile",0.55,"2021-07-10","2021-06-21",361
"PL","3 wk ahead inc case","quantile",0.6,"2021-07-10","2021-06-21",369.4
"PL","3 wk ahead inc case","quantile",0.65,"2021-07-10","2021-06-21",380.35
"PL","3 wk ahead inc case","quantile",0.7,"2021-07-10","2021-06-21",390
"PL","3 wk ahead inc case","quantile",0.75,"2021-07-10","2021-06-21",403
"PL","3 wk ahead inc case","quantile",0.8,"2021-07-10","2021-06-21",419.2
"PL","3 wk ahead inc case","quantile",0.85,"2021-07-10","2021-06-21",437
"PL","3 wk ahead inc case","quantile",0.9,"2021-07-10","2021-06-21",457.1
"PL","3 wk ahead inc case","quantile",0.95,"2021-07-10","2021-06-21",504.05
"PL","3 wk ahead inc case","quantile",0.975,"2021-07-10","2021-06-21",532.05
"PL","3 wk ahead inc case","quantile",0.99,"2021-07-10","2021-06-21",579.05
"PL","4 wk ahead inc case","point",NA,"2021-07-17","2021-06-21",242
"PL","4 wk ahead inc case","quantile",0.01,"2021-07-17","2021-06-21",106.99
"PL","4 wk ahead inc case","quantile",0.025,"2021-07-17","2021-06-21",124.975
"PL","4 wk ahead inc case","quantile",0.05,"2021-07-17","2021-06-21",140.95
"PL","4 wk ahead inc case","quantile",0.1,"2021-07-17","2021-06-21",159
"PL","4 wk ahead inc case","quantile",0.15,"2021-07-17","2021-06-21",174
"PL","4 wk ahead inc case","quantile",0.2,"2021-07-17","2021-06-21",185
"PL","4 wk ahead inc case","quantile",0.25,"2021-07-17","2021-06-21",196
"PL","4 wk ahead inc case","quantile",0.3,"2021-07-17","2021-06-21",204
"PL","4 wk ahead inc case","quantile",0.35,"2021-07-17","2021-06-21",213
"PL","4 wk ahead inc case","quantile",0.4,"2021-07-17","2021-06-21",223
"PL","4 wk ahead inc case","quantile",0.45,"2021-07-17","2021-06-21",230
"PL","4 wk ahead inc case","quantile",0.5,"2021-07-17","2021-06-21",242
"PL","4 wk ahead inc case","quantile",0.55,"2021-07-17","2021-06-21",252
"PL","4 wk ahead inc case","quantile",0.6,"2021-07-17","2021-06-21",262
"PL","4 wk ahead inc case","quantile",0.65,"2021-07-17","2021-06-21",271.35
"PL","4 wk ahead inc case","quantile",0.7,"2021-07-17","2021-06-21",288
"PL","4 wk ahead inc case","quantile",0.75,"2021-07-17","2021-06-21",301
"PL","4 wk ahead inc case","quantile",0.8,"2021-07-17","2021-06-21",313.2
"PL","4 wk ahead inc case","quantile",0.85,"2021-07-17","2021-06-21",336
"PL","4 wk ahead inc case","quantile",0.9,"2021-07-17","2021-06-21",365
"PL","4 wk ahead inc case","quantile",0.95,"2021-07-17","2021-06-21",408.15
"PL","4 wk ahead inc case","quantile",0.975,"2021-07-17","2021-06-21",449.025
"PL","4 wk ahead inc case","quantile",0.99,"2021-07-17","2021-06-21",484.01
