"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc case","point",NA,"2021-06-26","2021-06-21",4736.5
"GM","1 wk ahead inc case","quantile",0.01,"2021-06-26","2021-06-21",2003
"GM","1 wk ahead inc case","quantile",0.025,"2021-06-26","2021-06-21",2233.8
"GM","1 wk ahead inc case","quantile",0.05,"2021-06-26","2021-06-21",2490.7
"GM","1 wk ahead inc case","quantile",0.1,"2021-06-26","2021-06-21",2923.7
"GM","1 wk ahead inc case","quantile",0.15,"2021-06-26","2021-06-21",3168.7
"GM","1 wk ahead inc case","quantile",0.2,"2021-06-26","2021-06-21",3454
"GM","1 wk ahead inc case","quantile",0.25,"2021-06-26","2021-06-21",3663.5
"GM","1 wk ahead inc case","quantile",0.3,"2021-06-26","2021-06-21",3897.8
"GM","1 wk ahead inc case","quantile",0.35,"2021-06-26","2021-06-21",4119.65
"GM","1 wk ahead inc case","quantile",0.4,"2021-06-26","2021-06-21",4304
"GM","1 wk ahead inc case","quantile",0.45,"2021-06-26","2021-06-21",4480.1
"GM","1 wk ahead inc case","quantile",0.5,"2021-06-26","2021-06-21",4736.5
"GM","1 wk ahead inc case","quantile",0.55,"2021-06-26","2021-06-21",4903.7
"GM","1 wk ahead inc case","quantile",0.6,"2021-06-26","2021-06-21",5183.4
"GM","1 wk ahead inc case","quantile",0.65,"2021-06-26","2021-06-21",5412.85
"GM","1 wk ahead inc case","quantile",0.7,"2021-06-26","2021-06-21",5687.9
"GM","1 wk ahead inc case","quantile",0.75,"2021-06-26","2021-06-21",5971.25
"GM","1 wk ahead inc case","quantile",0.8,"2021-06-26","2021-06-21",6408.8
"GM","1 wk ahead inc case","quantile",0.85,"2021-06-26","2021-06-21",6992
"GM","1 wk ahead inc case","quantile",0.9,"2021-06-26","2021-06-21",7541.5
"GM","1 wk ahead inc case","quantile",0.95,"2021-06-26","2021-06-21",8428.5
"GM","1 wk ahead inc case","quantile",0.975,"2021-06-26","2021-06-21",9537.975
"GM","1 wk ahead inc case","quantile",0.99,"2021-06-26","2021-06-21",10379.15
"GM","2 wk ahead inc case","point",NA,"2021-07-03","2021-06-21",2514
"GM","2 wk ahead inc case","quantile",0.01,"2021-07-03","2021-06-21",659.92
"GM","2 wk ahead inc case","quantile",0.025,"2021-07-03","2021-06-21",763.925
"GM","2 wk ahead inc case","quantile",0.05,"2021-07-03","2021-06-21",1010.4
"GM","2 wk ahead inc case","quantile",0.1,"2021-07-03","2021-06-21",1240.7
"GM","2 wk ahead inc case","quantile",0.15,"2021-07-03","2021-06-21",1435.7
"GM","2 wk ahead inc case","quantile",0.2,"2021-07-03","2021-06-21",1594.8
"GM","2 wk ahead inc case","quantile",0.25,"2021-07-03","2021-06-21",1767.75
"GM","2 wk ahead inc case","quantile",0.3,"2021-07-03","2021-06-21",1913.4
"GM","2 wk ahead inc case","quantile",0.35,"2021-07-03","2021-06-21",2057
"GM","2 wk ahead inc case","quantile",0.4,"2021-07-03","2021-06-21",2185
"GM","2 wk ahead inc case","quantile",0.45,"2021-07-03","2021-06-21",2339.1
"GM","2 wk ahead inc case","quantile",0.5,"2021-07-03","2021-06-21",2514
"GM","2 wk ahead inc case","quantile",0.55,"2021-07-03","2021-06-21",2671.9
"GM","2 wk ahead inc case","quantile",0.6,"2021-07-03","2021-06-21",2867.4
