"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-05-08","2021-05-03",37324
"PL","1 wk ahead inc case","quantile",0.01,"2021-05-08","2021-05-03",19810.42
"PL","1 wk ahead inc case","quantile",0.025,"2021-05-08","2021-05-03",21832.3875
"PL","1 wk ahead inc case","quantile",0.05,"2021-05-08","2021-05-03",23836
"PL","1 wk ahead inc case","quantile",0.1,"2021-05-08","2021-05-03",25577.8
"PL","1 wk ahead inc case","quantile",0.15,"2021-05-08","2021-05-03",27384.825
"PL","1 wk ahead inc case","quantile",0.2,"2021-05-08","2021-05-03",29401.9
"PL","1 wk ahead inc case","quantile",0.25,"2021-05-08","2021-05-03",30936.875
"PL","1 wk ahead inc case","quantile",0.3,"2021-05-08","2021-05-03",32534.7
"PL","1 wk ahead inc case","quantile",0.35,"2021-05-08","2021-05-03",33627.425
"PL","1 wk ahead inc case","quantile",0.4,"2021-05-08","2021-05-03",34842.1
"PL","1 wk ahead inc case","quantile",0.45,"2021-05-08","2021-05-03",36089
"PL","1 wk ahead inc case","quantile",0.5,"2021-05-08","2021-05-03",37324
"PL","1 wk ahead inc case","quantile",0.55,"2021-05-08","2021-05-03",38532.975
"PL","1 wk ahead inc case","quantile",0.6,"2021-05-08","2021-05-03",40321.9
"PL","1 wk ahead inc case","quantile",0.65,"2021-05-08","2021-05-03",41657.2
"PL","1 wk ahead inc case","quantile",0.7,"2021-05-08","2021-05-03",43310.25
"PL","1 wk ahead inc case","quantile",0.75,"2021-05-08","2021-05-03",45183.75
"PL","1 wk ahead inc case","quantile",0.8,"2021-05-08","2021-05-03",47237
"PL","1 wk ahead inc case","quantile",0.85,"2021-05-08","2021-05-03",49857.65
"PL","1 wk ahead inc case","quantile",0.9,"2021-05-08","2021-05-03",53474.8
"PL","1 wk ahead inc case","quantile",0.95,"2021-05-08","2021-05-03",59061.175
"PL","1 wk ahead inc case","quantile",0.975,"2021-05-08","2021-05-03",65218.3875
"PL","1 wk ahead inc case","quantile",0.99,"2021-05-08","2021-05-03",72623.745
"PL","2 wk ahead inc case","point",NA,"2021-05-15","2021-05-03",30716
"PL","2 wk ahead inc case","quantile",0.01,"2021-05-15","2021-05-03",12693.83
"PL","2 wk ahead inc case","quantile",0.025,"2021-05-15","2021-05-03",14278.525
"PL","2 wk ahead inc case","quantile",0.05,"2021-05-15","2021-05-03",15844.15
"PL","2 wk ahead inc case","quantile",0.1,"2021-05-15","2021-05-03",18218.7
"PL","2 wk ahead inc case","quantile",0.15,"2021-05-15","2021-05-03",20018.125
"PL","2 wk ahead inc case","quantile",0.2,"2021-05-15","2021-05-03",21750.9
