"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc case","point",NA,"2021-07-24","2021-07-19",13292
"GM","1 wk ahead inc case","quantile",0.01,"2021-07-24","2021-07-19",7062
"GM","1 wk ahead inc case","quantile",0.025,"2021-07-24","2021-07-19",7812
"GM","1 wk ahead inc case","quantile",0.05,"2021-07-24","2021-07-19",8524
"GM","1 wk ahead inc case","quantile",0.1,"2021-07-24","2021-07-19",9336
"GM","1 wk ahead inc case","quantile",0.15,"2021-07-24","2021-07-19",10286
"GM","1 wk ahead inc case","quantile",0.2,"2021-07-24","2021-07-19",10794
"GM","1 wk ahead inc case","quantile",0.25,"2021-07-24","2021-07-19",11321
"GM","1 wk ahead inc case","quantile",0.3,"2021-07-24","2021-07-19",11697
"GM","1 wk ahead inc case","quantile",0.35,"2021-07-24","2021-07-19",12063
"GM","1 wk ahead inc case","quantile",0.4,"2021-07-24","2021-07-19",12428
"GM","1 wk ahead inc case","quantile",0.45,"2021-07-24","2021-07-19",12879
"GM","1 wk ahead inc case","quantile",0.5,"2021-07-24","2021-07-19",13292
"GM","1 wk ahead inc case","quantile",0.55,"2021-07-24","2021-07-19",13705
"GM","1 wk ahead inc case","quantile",0.6,"2021-07-24","2021-07-19",14106
"GM","1 wk ahead inc case","quantile",0.65,"2021-07-24","2021-07-19",14817
"GM","1 wk ahead inc case","quantile",0.7,"2021-07-24","2021-07-19",15428
"GM","1 wk ahead inc case","quantile",0.75,"2021-07-24","2021-07-19",15975
"GM","1 wk ahead inc case","quantile",0.8,"2021-07-24","2021-07-19",16666
"GM","1 wk ahead inc case","quantile",0.85,"2021-07-24","2021-07-19",17484
"GM","1 wk ahead inc case","quantile",0.9,"2021-07-24","2021-07-19",18785
"GM","1 wk ahead inc case","quantile",0.95,"2021-07-24","2021-07-19",20608
"GM","1 wk ahead inc case","quantile",0.975,"2021-07-24","2021-07-19",21889
"GM","1 wk ahead inc case","quantile",0.99,"2021-07-24","2021-07-19",23529
"GM","2 wk ahead inc case","point",NA,"2021-07-31","2021-07-19",21408
"GM","2 wk ahead inc case","quantile",0.01,"2021-07-31","2021-07-19",10836
"GM","2 wk ahead inc case","quantile",0.025,"2021-07-31","2021-07-19",12354
"GM","2 wk ahead inc case","quantile",0.05,"2021-07-31","2021-07-19",13343
"GM","2 wk ahead inc case","quantile",0.1,"2021-07-31","2021-07-19",14735
"GM","2 wk ahead inc case","quantile",0.15,"2021-07-31","2021-07-19",15648
"GM","2 wk ahead inc case","quantile",0.2,"2021-07-31","2021-07-19",16537
"GM","2 wk ahead inc case","quantile",0.25,"2021-07-31","2021-07-19",17496
"GM","2 wk ahead inc case","quantile",0.3,"2021-07-31","2021-07-19",18309
"GM","2 wk ahead inc case","quantile",0.35,"2021-07-31","2021-07-19",19091
"GM","2 wk ahead inc case","quantile",0.4,"2021-07-31","2021-07-19",19911
"GM","2 wk ahead inc case","quantile",0.45,"2021-07-31","2021-07-19",20640
"GM","2 wk ahead inc case","quantile",0.5,"2021-07-31","2021-07-19",21408
"GM","2 wk ahead inc case","quantile",0.55,"2021-07-31","2021-07-19",22116
"GM","2 wk ahead inc case","quantile",0.6,"2021-07-31","2021-07-19",23130
"GM","2 wk ahead inc case","quantile",0.65,"2021-07-31","2021-07-19",23925
"GM","2 wk ahead inc case","quantile",0.7,"2021-07-31","2021-07-19",24802
"GM","2 wk ahead inc case","quantile",0.75,"2021-07-31","2021-07-19",26196
