"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-08-07","2021-08-02",1136
"PL","1 wk ahead inc case","quantile",0.01,"2021-08-07","2021-08-02",682
"PL","1 wk ahead inc case","quantile",0.025,"2021-08-07","2021-08-02",747
"PL","1 wk ahead inc case","quantile",0.05,"2021-08-07","2021-08-02",804
"PL","1 wk ahead inc case","quantile",0.1,"2021-08-07","2021-08-02",870
"PL","1 wk ahead inc case","quantile",0.15,"2021-08-07","2021-08-02",925
"PL","1 wk ahead inc case","quantile",0.2,"2021-08-07","2021-08-02",964
"PL","1 wk ahead inc case","quantile",0.25,"2021-08-07","2021-08-02",993
"PL","1 wk ahead inc case","quantile",0.3,"2021-08-07","2021-08-02",1021
"PL","1 wk ahead inc case","quantile",0.35,"2021-08-07","2021-08-02",1048
"PL","1 wk ahead inc case","quantile",0.4,"2021-08-07","2021-08-02",1077
"PL","1 wk ahead inc case","quantile",0.45,"2021-08-07","2021-08-02",1110
"PL","1 wk ahead inc case","quantile",0.5,"2021-08-07","2021-08-02",1136
"PL","1 wk ahead inc case","quantile",0.55,"2021-08-07","2021-08-02",1163
"PL","1 wk ahead inc case","quantile",0.6,"2021-08-07","2021-08-02",1200
"PL","1 wk ahead inc case","quantile",0.65,"2021-08-07","2021-08-02",1232
"PL","1 wk ahead inc case","quantile",0.7,"2021-08-07","2021-08-02",1270
"PL","1 wk ahead inc case","quantile",0.75,"2021-08-07","2021-08-02",1311
"PL","1 wk ahead inc case","quantile",0.8,"2021-08-07","2021-08-02",1356
"PL","1 wk ahead inc case","quantile",0.85,"2021-08-07","2021-08-02",1415
"PL","1 wk ahead inc case","quantile",0.9,"2021-08-07","2021-08-02",1479
"PL","1 wk ahead inc case","quantile",0.95,"2021-08-07","2021-08-02",1620
"PL","1 wk ahead inc case","quantile",0.975,"2021-08-07","2021-08-02",1752
"PL","1 wk ahead inc case","quantile",0.99,"2021-08-07","2021-08-02",1849
"PL","2 wk ahead inc case","point",NA,"2021-08-14","2021-08-02",1453
"PL","2 wk ahead inc case","quantile",0.01,"2021-08-14","2021-08-02",625
"PL","2 wk ahead inc case","quantile",0.025,"2021-08-14","2021-08-02",693
"PL","2 wk ahead inc case","quantile",0.05,"2021-08-14","2021-08-02",785
"PL","2 wk ahead inc case","quantile",0.1,"2021-08-14","2021-08-02",910
"PL","2 wk ahead inc case","quantile",0.15,"2021-08-14","2021-08-02",1001
"PL","2 wk ahead inc case","quantile",0.2,"2021-08-14","2021-08-02",1075
"PL","2 wk ahead inc case","quantile",0.25,"2021-08-14","2021-08-02",1139
"PL","2 wk ahead inc case","quantile",0.3,"2021-08-14","2021-08-02",1205
"PL","2 wk ahead inc case","quantile",0.35,"2021-08-14","2021-08-02",1267
"PL","2 wk ahead inc case","quantile",0.4,"2021-08-14","2021-08-02",1328
"PL","2 wk ahead inc case","quantile",0.45,"2021-08-14","2021-08-02",1393
"PL","2 wk ahead inc case","quantile",0.5,"2021-08-14","2021-08-02",1453
"PL","2 wk ahead inc case","quantile",0.55,"2021-08-14","2021-08-02",1520
"PL","2 wk ahead inc case","quantile",0.6,"2021-08-14","2021-08-02",1576
"PL","2 wk ahead inc case","quantile",0.65,"2021-08-14","2021-08-02",1646
"PL","2 wk ahead inc case","quantile",0.7,"2021-08-14","2021-08-02",1742
"PL","2 wk ahead inc case","quantile",0.75,"2021-08-14","2021-08-02",1822
"PL","2 wk ahead inc case","quantile",0.8,"2021-08-14","2021-08-02",1918
"PL","2 wk ahead inc case","quantile",0.85,"2021-08-14","2021-08-02",2021
"PL","2 wk ahead inc case","quantile",0.9,"2021-08-14","2021-08-02",2171
"PL","2 wk ahead inc case","quantile",0.95,"2021-08-14","2021-08-02",2486
"PL","2 wk ahead inc case","quantile",0.975,"2021-08-14","2021-08-02",2838
"PL","2 wk ahead inc case","quantile",0.99,"2021-08-14","2021-08-02",3130
"PL","3 wk ahead inc case","point",NA,"2021-08-21","2021-08-02",1742
"PL","3 wk ahead inc case","quantile",0.01,"2021-08-21","2021-08-02",506
"PL","3 wk ahead inc case","quantile",0.025,"2021-08-21","2021-08-02",595
"PL","3 wk ahead inc case","quantile",0.05,"2021-08-21","2021-08-02",700
"PL","3 wk ahead inc case","quantile",0.1,"2021-08-21","2021-08-02",876
"PL","3 wk ahead inc case","quantile",0.15,"2021-08-21","2021-08-02",992
"PL","3 wk ahead inc case","quantile",0.2,"2021-08-21","2021-08-02",1127
"PL","3 wk ahead inc case","quantile",0.25,"2021-08-21","2021-08-02",1238
"PL","3 wk ahead inc case","quantile",0.3,"2021-08-21","2021-08-02",1322
"PL","3 wk ahead inc case","quantile",0.35,"2021-08-21","2021-08-02",1440
"PL","3 wk ahead inc case","quantile",0.4,"2021-08-21","2021-08-02",1533
"PL","3 wk ahead inc case","quantile",0.45,"2021-08-21","2021-08-02",1637
"PL","3 wk ahead inc case","quantile",0.5,"2021-08-21","2021-08-02",1742
"PL","3 wk ahead inc case","quantile",0.55,"2021-08-21","2021-08-02",1864
"PL","3 wk ahead inc case","quantile",0.6,"2021-08-21","2021-08-02",2016
"PL","3 wk ahead inc case","quantile",0.65,"2021-08-21","2021-08-02",2137
"PL","3 wk ahead inc case","quantile",0.7,"2021-08-21","2021-08-02",2304
"PL","3 wk ahead inc case","quantile",0.75,"2021-08-21","2021-08-02",2464
"PL","3 wk ahead inc case","quantile",0.8,"2021-08-21","2021-08-02",2693
"PL","3 wk ahead inc case","quantile",0.85,"2021-08-21","2021-08-02",2919
"PL","3 wk ahead inc case","quantile",0.9,"2021-08-21","2021-08-02",3289
"PL","3 wk ahead inc case","quantile",0.95,"2021-08-21","2021-08-02",3959
"PL","3 wk ahead inc case","quantile",0.975,"2021-08-21","2021-08-02",4627
"PL","3 wk ahead inc case","quantile",0.99,"2021-08-21","2021-08-02",5303
"PL","4 wk ahead inc case","point",NA,"2021-08-28","2021-08-02",2026
"PL","4 wk ahead inc case","quantile",0.01,"2021-08-28","2021-08-02",356
"PL","4 wk ahead inc case","quantile",0.025,"2021-08-28","2021-08-02",458
"PL","4 wk ahead inc case","quantile",0.05,"2021-08-28","2021-08-02",545
"PL","4 wk ahead inc case","quantile",0.1,"2021-08-28","2021-08-02",760
"PL","4 wk ahead inc case","quantile",0.15,"2021-08-28","2021-08-02",904
"PL","4 wk ahead inc case","quantile",0.2,"2021-08-28","2021-08-02",1069
"PL","4 wk ahead inc case","quantile",0.25,"2021-08-28","2021-08-02",1226
"PL","4 wk ahead inc case","quantile",0.3,"2021-08-28","2021-08-02",1382
"PL","4 wk ahead inc case","quantile",0.35,"2021-08-28","2021-08-02",1525
"PL","4 wk ahead inc case","quantile",0.4,"2021-08-28","2021-08-02",1699
"PL","4 wk ahead inc case","quantile",0.45,"2021-08-28","2021-08-02",1852
"PL","4 wk ahead inc case","quantile",0.5,"2021-08-28","2021-08-02",2026
"PL","4 wk ahead inc case","quantile",0.55,"2021-08-28","2021-08-02",2208
"PL","4 wk ahead inc case","quantile",0.6,"2021-08-28","2021-08-02",2420
"PL","4 wk ahead inc case","quantile",0.65,"2021-08-28","2021-08-02",2678
"PL","4 wk ahead inc case","quantile",0.7,"2021-08-28","2021-08-02",3010
"PL","4 wk ahead inc case","quantile",0.75,"2021-08-28","2021-08-02",3267
"PL","4 wk ahead inc case","quantile",0.8,"2021-08-28","2021-08-02",3645
"PL","4 wk ahead inc case","quantile",0.85,"2021-08-28","2021-08-02",4111
"PL","4 wk ahead inc case","quantile",0.9,"2021-08-28","2021-08-02",4854
"PL","4 wk ahead inc case","quantile",0.95,"2021-08-28","2021-08-02",6080
"PL","4 wk ahead inc case","quantile",0.975,"2021-08-28","2021-08-02",7486
"PL","4 wk ahead inc case","quantile",0.99,"2021-08-28","2021-08-02",9520
