"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-06-12","2021-06-07",1756
"PL","1 wk ahead inc case","quantile",0.01,"2021-06-12","2021-06-07",1040.99
"PL","1 wk ahead inc case","quantile",0.025,"2021-06-12","2021-06-07",1159.875
"PL","1 wk ahead inc case","quantile",0.05,"2021-06-12","2021-06-07",1275.95
"PL","1 wk ahead inc case","quantile",0.1,"2021-06-12","2021-06-07",1378
"PL","1 wk ahead inc case","quantile",0.15,"2021-06-12","2021-06-07",1438.85
"PL","1 wk ahead inc case","quantile",0.2,"2021-06-12","2021-06-07",1484.8
"PL","1 wk ahead inc case","quantile",0.25,"2021-06-12","2021-06-07",1542
"PL","1 wk ahead inc case","quantile",0.3,"2021-06-12","2021-06-07",1596
"PL","1 wk ahead inc case","quantile",0.35,"2021-06-12","2021-06-07",1634
"PL","1 wk ahead inc case","quantile",0.4,"2021-06-12","2021-06-07",1672.6
"PL","1 wk ahead inc case","quantile",0.45,"2021-06-12","2021-06-07",1718
"PL","1 wk ahead inc case","quantile",0.5,"2021-06-12","2021-06-07",1756
"PL","1 wk ahead inc case","quantile",0.55,"2021-06-12","2021-06-07",1794.45
"PL","1 wk ahead inc case","quantile",0.6,"2021-06-12","2021-06-07",1838.8
"PL","1 wk ahead inc case","quantile",0.65,"2021-06-12","2021-06-07",1879.4
"PL","1 wk ahead inc case","quantile",0.7,"2021-06-12","2021-06-07",1921.3
"PL","1 wk ahead inc case","quantile",0.75,"2021-06-12","2021-06-07",1979.25
"PL","1 wk ahead inc case","quantile",0.8,"2021-06-12","2021-06-07",2025.4
"PL","1 wk ahead inc case","quantile",0.85,"2021-06-12","2021-06-07",2085.15
"PL","1 wk ahead inc case","quantile",0.9,"2021-06-12","2021-06-07",2171.6
"PL","1 wk ahead inc case","quantile",0.95,"2021-06-12","2021-06-07",2364.15
"PL","1 wk ahead inc case","quantile",0.975,"2021-06-12","2021-06-07",2516.175
"PL","1 wk ahead inc case","quantile",0.99,"2021-06-12","2021-06-07",2673.16
"PL","2 wk ahead inc case","point",NA,"2021-06-19","2021-06-07",1056
"PL","2 wk ahead inc case","quantile",0.01,"2021-06-19","2021-06-07",155.96
"PL","2 wk ahead inc case","quantile",0.025,"2021-06-19","2021-06-07",504.975
"PL","2 wk ahead inc case","quantile",0.05,"2021-06-19","2021-06-07",584.9
"PL","2 wk ahead inc case","quantile",0.1,"2021-06-19","2021-06-07",658
"PL","2 wk ahead inc case","quantile",0.15,"2021-06-19","2021-06-07",729
"PL","2 wk ahead inc case","quantile",0.2,"2021-06-19","2021-06-07",800.6
"PL","2 wk ahead inc case","quantile",0.25,"2021-06-19","2021-06-07",845
"PL","2 wk ahead inc case","quantile",0.3,"2021-06-19","2021-06-07",881.7
"PL","2 wk ahead inc case","quantile",0.35,"2021-06-19","2021-06-07",927.65
"PL","2 wk ahead inc case","quantile",0.4,"2021-06-19","2021-06-07",961.6
"PL","2 wk ahead inc case","quantile",0.45,"2021-06-19","2021-06-07",1010
"PL","2 wk ahead inc case","quantile",0.5,"2021-06-19","2021-06-07",1056
"PL","2 wk ahead inc case","quantile",0.55,"2021-06-19","2021-06-07",1102.45
"PL","2 wk ahead inc case","quantile",0.6,"2021-06-19","2021-06-07",1157.8
"PL","2 wk ahead inc case","quantile",0.65,"2021-06-19","2021-06-07",1206
"PL","2 wk ahead inc case","quantile",0.7,"2021-06-19","2021-06-07",1258
"PL","2 wk ahead inc case","quantile",0.75,"2021-06-19","2021-06-07",1320
"PL","2 wk ahead inc case","quantile",0.8,"2021-06-19","2021-06-07",1397.8
"PL","2 wk ahead inc case","quantile",0.85,"2021-06-19","2021-06-07",1487.15
"PL","2 wk ahead inc case","quantile",0.9,"2021-06-19","2021-06-07",1602.3
"PL","2 wk ahead inc case","quantile",0.95,"2021-06-19","2021-06-07",1752.3
"PL","2 wk ahead inc case","quantile",0.975,"2021-06-19","2021-06-07",2016.1
"PL","2 wk ahead inc case","quantile",0.99,"2021-06-19","2021-06-07",2258.87
"PL","3 wk ahead inc case","point",NA,"2021-06-26","2021-06-07",776
"PL","3 wk ahead inc case","quantile",0.01,"2021-06-26","2021-06-07",11
"PL","3 wk ahead inc case","quantile",0.025,"2021-06-26","2021-06-07",235.95
"PL","3 wk ahead inc case","quantile",0.05,"2021-06-26","2021-06-07",291
"PL","3 wk ahead inc case","quantile",0.1,"2021-06-26","2021-06-07",360.9
"PL","3 wk ahead inc case","quantile",0.15,"2021-06-26","2021-06-07",427.7
"PL","3 wk ahead inc case","quantile",0.2,"2021-06-26","2021-06-07",482.8
"PL","3 wk ahead inc case","quantile",0.25,"2021-06-26","2021-06-07",529.25
"PL","3 wk ahead inc case","quantile",0.3,"2021-06-26","2021-06-07",578.7
"PL","3 wk ahead inc case","quantile",0.35,"2021-06-26","2021-06-07",622
"PL","3 wk ahead inc case","quantile",0.4,"2021-06-26","2021-06-07",671
"PL","3 wk ahead inc case","quantile",0.45,"2021-06-26","2021-06-07",717.1
"PL","3 wk ahead inc case","quantile",0.5,"2021-06-26","2021-06-07",776
"PL","3 wk ahead inc case","quantile",0.55,"2021-06-26","2021-06-07",831.45
"PL","3 wk ahead inc case","quantile",0.6,"2021-06-26","2021-06-07",890.4
"PL","3 wk ahead inc case","quantile",0.65,"2021-06-26","2021-06-07",953
"PL","3 wk ahead inc case","quantile",0.7,"2021-06-26","2021-06-07",1014.9
"PL","3 wk ahead inc case","quantile",0.75,"2021-06-26","2021-06-07",1095.25
"PL","3 wk ahead inc case","quantile",0.8,"2021-06-26","2021-06-07",1191
"PL","3 wk ahead inc case","quantile",0.85,"2021-06-26","2021-06-07",1316.9
"PL","3 wk ahead inc case","quantile",0.9,"2021-06-26","2021-06-07",1485.7
"PL","3 wk ahead inc case","quantile",0.95,"2021-06-26","2021-06-07",1766.3
"PL","3 wk ahead inc case","quantile",0.975,"2021-06-26","2021-06-07",2076.2
"PL","3 wk ahead inc case","quantile",0.99,"2021-06-26","2021-06-07",2458.44
"PL","4 wk ahead inc case","point",NA,"2021-07-03","2021-06-07",647.5
"PL","4 wk ahead inc case","quantile",0.01,"2021-07-03","2021-06-07",0
"PL","4 wk ahead inc case","quantile",0.025,"2021-07-03","2021-06-07",92.975
"PL","4 wk ahead inc case","quantile",0.05,"2021-07-03","2021-06-07",151.75
"PL","4 wk ahead inc case","quantile",0.1,"2021-07-03","2021-06-07",209.9
"PL","4 wk ahead inc case","quantile",0.15,"2021-07-03","2021-06-07",269
"PL","4 wk ahead inc case","quantile",0.2,"2021-07-03","2021-06-07",318.6
"PL","4 wk ahead inc case","quantile",0.25,"2021-07-03","2021-06-07",368.75
"PL","4 wk ahead inc case","quantile",0.3,"2021-07-03","2021-06-07",415.7
"PL","4 wk ahead inc case","quantile",0.35,"2021-07-03","2021-06-07",471
"PL","4 wk ahead inc case","quantile",0.4,"2021-07-03","2021-06-07",523.6
"PL","4 wk ahead inc case","quantile",0.45,"2021-07-03","2021-06-07",576.55
"PL","4 wk ahead inc case","quantile",0.5,"2021-07-03","2021-06-07",647.5
"PL","4 wk ahead inc case","quantile",0.55,"2021-07-03","2021-06-07",703.45
"PL","4 wk ahead inc case","quantile",0.6,"2021-07-03","2021-06-07",768.4
"PL","4 wk ahead inc case","quantile",0.65,"2021-07-03","2021-06-07",855.35
"PL","4 wk ahead inc case","quantile",0.7,"2021-07-03","2021-06-07",929
"PL","4 wk ahead inc case","quantile",0.75,"2021-07-03","2021-06-07",1034.5
"PL","4 wk ahead inc case","quantile",0.8,"2021-07-03","2021-06-07",1192
"PL","4 wk ahead inc case","quantile",0.85,"2021-07-03","2021-06-07",1355.15
"PL","4 wk ahead inc case","quantile",0.9,"2021-07-03","2021-06-07",1619.3
"PL","4 wk ahead inc case","quantile",0.95,"2021-07-03","2021-06-07",2144.4
"PL","4 wk ahead inc case","quantile",0.975,"2021-07-03","2021-06-07",2604.775
"PL","4 wk ahead inc case","quantile",0.99,"2021-07-03","2021-06-07",3502.05
