"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc case","point",NA,"2021-06-05","2021-05-31",26158.75
"GM","1 wk ahead inc case","quantile",0.01,"2021-06-05","2021-05-31",11638.755
"GM","1 wk ahead inc case","quantile",0.025,"2021-06-05","2021-05-31",13632.2875
"GM","1 wk ahead inc case","quantile",0.05,"2021-06-05","2021-05-31",15668.7
"GM","1 wk ahead inc case","quantile",0.1,"2021-06-05","2021-05-31",17454.6
"GM","1 wk ahead inc case","quantile",0.15,"2021-06-05","2021-05-31",18890.7
"GM","1 wk ahead inc case","quantile",0.2,"2021-06-05","2021-05-31",20169.2
"GM","1 wk ahead inc case","quantile",0.25,"2021-06-05","2021-05-31",21282
"GM","1 wk ahead inc case","quantile",0.3,"2021-06-05","2021-05-31",22378.95
"GM","1 wk ahead inc case","quantile",0.35,"2021-06-05","2021-05-31",23236.3
"GM","1 wk ahead inc case","quantile",0.4,"2021-06-05","2021-05-31",24140.9
"GM","1 wk ahead inc case","quantile",0.45,"2021-06-05","2021-05-31",25109.65
"GM","1 wk ahead inc case","quantile",0.5,"2021-06-05","2021-05-31",26158.75
"GM","1 wk ahead inc case","quantile",0.55,"2021-06-05","2021-05-31",27331.25
"GM","1 wk ahead inc case","quantile",0.6,"2021-06-05","2021-05-31",28293.2
"GM","1 wk ahead inc case","quantile",0.65,"2021-06-05","2021-05-31",29445.8
"GM","1 wk ahead inc case","quantile",0.7,"2021-06-05","2021-05-31",30679.85
"GM","1 wk ahead inc case","quantile",0.75,"2021-06-05","2021-05-31",32191
"GM","1 wk ahead inc case","quantile",0.8,"2021-06-05","2021-05-31",33713.4
"GM","1 wk ahead inc case","quantile",0.85,"2021-06-05","2021-05-31",35763.875
"GM","1 wk ahead inc case","quantile",0.9,"2021-06-05","2021-05-31",39138.75
"GM","1 wk ahead inc case","quantile",0.95,"2021-06-05","2021-05-31",44291.675
"GM","1 wk ahead inc case","quantile",0.975,"2021-06-05","2021-05-31",47790.575
"GM","1 wk ahead inc case","quantile",0.99,"2021-06-05","2021-05-31",54460.495
"GM","2 wk ahead inc case","point",NA,"2021-06-12","2021-05-31",17587.75
"GM","2 wk ahead inc case","quantile",0.01,"2021-06-12","2021-05-31",7900.35
"GM","2 wk ahead inc case","quantile",0.025,"2021-06-12","2021-05-31",8860.6875
"GM","2 wk ahead inc case","quantile",0.05,"2021-06-12","2021-05-31",9775.075
"GM","2 wk ahead inc case","quantile",0.1,"2021-06-12","2021-05-31",11253.7
"GM","2 wk ahead inc case","quantile",0.15,"2021-06-12","2021-05-31",12218.1
"GM","2 wk ahead inc case","quantile",0.2,"2021-06-12","2021-05-31",13101.1
"GM","2 wk ahead inc case","quantile",0.25,"2021-06-12","2021-05-31",13853.375
"GM","2 wk ahead inc case","quantile",0.3,"2021-06-12","2021-05-31",14601.35
"GM","2 wk ahead inc case","quantile",0.35,"2021-06-12","2021-05-31",15414.475
"GM","2 wk ahead inc case","quantile",0.4,"2021-06-12","2021-05-31",16187.3
"GM","2 wk ahead inc case","quantile",0.45,"2021-06-12","2021-05-31",16811.525
"GM","2 wk ahead inc case","quantile",0.5,"2021-06-12","2021-05-31",17587.75
