"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-05-15","2021-05-10",23928.25
"PL","1 wk ahead inc case","quantile",0.01,"2021-05-15","2021-05-10",13405.805
"PL","1 wk ahead inc case","quantile",0.025,"2021-05-15","2021-05-10",14770.25
"PL","1 wk ahead inc case","quantile",0.05,"2021-05-15","2021-05-10",15996.375
"PL","1 wk ahead inc case","quantile",0.1,"2021-05-15","2021-05-10",17480.8
"PL","1 wk ahead inc case","quantile",0.15,"2021-05-15","2021-05-10",18733.725
"PL","1 wk ahead inc case","quantile",0.2,"2021-05-15","2021-05-10",19565
"PL","1 wk ahead inc case","quantile",0.25,"2021-05-15","2021-05-10",20544.125
"PL","1 wk ahead inc case","quantile",0.3,"2021-05-15","2021-05-10",21302.4
"PL","1 wk ahead inc case","quantile",0.35,"2021-05-15","2021-05-10",21970.775
"PL","1 wk ahead inc case","quantile",0.4,"2021-05-15","2021-05-10",22606.7
"PL","1 wk ahead inc case","quantile",0.45,"2021-05-15","2021-05-10",23326.35
"PL","1 wk ahead inc case","quantile",0.5,"2021-05-15","2021-05-10",23928.25
"PL","1 wk ahead inc case","quantile",0.55,"2021-05-15","2021-05-10",24658.725
"PL","1 wk ahead inc case","quantile",0.6,"2021-05-15","2021-05-10",25606.6
"PL","1 wk ahead inc case","quantile",0.65,"2021-05-15","2021-05-10",26393.65
"PL","1 wk ahead inc case","quantile",0.7,"2021-05-15","2021-05-10",27348.65
"PL","1 wk ahead inc case","quantile",0.75,"2021-05-15","2021-05-10",28314.75
"PL","1 wk ahead inc case","quantile",0.8,"2021-05-15","2021-05-10",29460
"PL","1 wk ahead inc case","quantile",0.85,"2021-05-15","2021-05-10",30804.925
"PL","1 wk ahead inc case","quantile",0.9,"2021-05-15","2021-05-10",32614.9
"PL","1 wk ahead inc case","quantile",0.95,"2021-05-15","2021-05-10",35782.85
"PL","1 wk ahead inc case","quantile",0.975,"2021-05-15","2021-05-10",38092.0125
"PL","1 wk ahead inc case","quantile",0.99,"2021-05-15","2021-05-10",41343.305
"PL","2 wk ahead inc case","point",NA,"2021-05-22","2021-05-10",20371.5
"PL","2 wk ahead inc case","quantile",0.01,"2021-05-22","2021-05-10",7781.775
"PL","2 wk ahead inc case","quantile",0.025,"2021-05-22","2021-05-10",9110.45
"PL","2 wk ahead inc case","quantile",0.05,"2021-05-22","2021-05-10",10483.375
"PL","2 wk ahead inc case","quantile",0.1,"2021-05-22","2021-05-10",12199.95
"PL","2 wk ahead inc case","quantile",0.15,"2021-05-22","2021-05-10",13498.95
