"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc case","point",NA,"2021-08-28","2021-08-23",67248
"GM","1 wk ahead inc case","quantile",0.01,"2021-08-28","2021-08-23",47083
"GM","1 wk ahead inc case","quantile",0.025,"2021-08-28","2021-08-23",48836
"GM","1 wk ahead inc case","quantile",0.05,"2021-08-28","2021-08-23",51608
"GM","1 wk ahead inc case","quantile",0.1,"2021-08-28","2021-08-23",54452
"GM","1 wk ahead inc case","quantile",0.15,"2021-08-28","2021-08-23",56983
"GM","1 wk ahead inc case","quantile",0.2,"2021-08-28","2021-08-23",58841
"GM","1 wk ahead inc case","quantile",0.25,"2021-08-28","2021-08-23",60671
"GM","1 wk ahead inc case","quantile",0.3,"2021-08-28","2021-08-23",61962
"GM","1 wk ahead inc case","quantile",0.35,"2021-08-28","2021-08-23",63109
"GM","1 wk ahead inc case","quantile",0.4,"2021-08-28","2021-08-23",64776
"GM","1 wk ahead inc case","quantile",0.45,"2021-08-28","2021-08-23",65841
"GM","1 wk ahead inc case","quantile",0.5,"2021-08-28","2021-08-23",67248
"GM","1 wk ahead inc case","quantile",0.55,"2021-08-28","2021-08-23",68640
"GM","1 wk ahead inc case","quantile",0.6,"2021-08-28","2021-08-23",70231
"GM","1 wk ahead inc case","quantile",0.65,"2021-08-28","2021-08-23",71740
"GM","1 wk ahead inc case","quantile",0.7,"2021-08-28","2021-08-23",72956
"GM","1 wk ahead inc case","quantile",0.75,"2021-08-28","2021-08-23",74630
"GM","1 wk ahead inc case","quantile",0.8,"2021-08-28","2021-08-23",76742
"GM","1 wk ahead inc case","quantile",0.85,"2021-08-28","2021-08-23",78700
"GM","1 wk ahead inc case","quantile",0.9,"2021-08-28","2021-08-23",81640
"GM","1 wk ahead inc case","quantile",0.95,"2021-08-28","2021-08-23",86612
"GM","1 wk ahead inc case","quantile",0.975,"2021-08-28","2021-08-23",90740
"GM","1 wk ahead inc case","quantile",0.99,"2021-08-28","2021-08-23",96196
"GM","2 wk ahead inc case","point",NA,"2021-09-04","2021-08-23",80228
"GM","2 wk ahead inc case","quantile",0.01,"2021-09-04","2021-08-23",46614
"GM","2 wk ahead inc case","quantile",0.025,"2021-09-04","2021-08-23",50526
"GM","2 wk ahead inc case","quantile",0.05,"2021-09-04","2021-08-23",54261
"GM","2 wk ahead inc case","quantile",0.1,"2021-09-04","2021-08-23",60019
"GM","2 wk ahead inc case","quantile",0.15,"2021-09-04","2021-08-23",62686
"GM","2 wk ahead inc case","quantile",0.2,"2021-09-04","2021-08-23",65715
"GM","2 wk ahead inc case","quantile",0.25,"2021-09-04","2021-08-23",68304
"GM","2 wk ahead inc case","quantile",0.3,"2021-09-04","2021-08-23",71134
"GM","2 wk ahead inc case","quantile",0.35,"2021-09-04","2021-08-23",73270
"GM","2 wk ahead inc case","quantile",0.4,"2021-09-04","2021-08-23",75908
"GM","2 wk ahead inc case","quantile",0.45,"2021-09-04","2021-08-23",78131
"GM","2 wk ahead inc case","quantile",0.5,"2021-09-04","2021-08-23",80228
"GM","2 wk ahead inc case","quantile",0.55,"2021-09-04","2021-08-23",82624
"GM","2 wk ahead inc case","quantile",0.6,"2021-09-04","2021-08-23",85045
"GM","2 wk ahead inc case","quantile",0.65,"2021-09-04","2021-08-23",87502
"GM","2 wk ahead inc case","quantile",0.7,"2021-09-04","2021-08-23",90190
"GM","2 wk ahead inc case","quantile",0.75,"2021-09-04","2021-08-23",93599
"GM","2 wk ahead inc case","quantile",0.8,"2021-09-04","2021-08-23",96986
"GM","2 wk ahead inc case","quantile",0.85,"2021-09-04","2021-08-23",100741
"GM","2 wk ahead inc case","quantile",0.9,"2021-09-04","2021-08-23",106008
"GM","2 wk ahead inc case","quantile",0.95,"2021-09-04","2021-08-23",115928
"GM","2 wk ahead inc case","quantile",0.975,"2021-09-04","2021-08-23",123952
"GM","2 wk ahead inc case","quantile",0.99,"2021-09-04","2021-08-23",136415
"GM","3 wk ahead inc case","point",NA,"2021-09-11","2021-08-23",82434
"GM","3 wk ahead inc case","quantile",0.01,"2021-09-11","2021-08-23",36638
"GM","3 wk ahead inc case","quantile",0.025,"2021-09-11","2021-08-23",42387
"GM","3 wk ahead inc case","quantile",0.05,"2021-09-11","2021-08-23",47697
"GM","3 wk ahead inc case","quantile",0.1,"2021-09-11","2021-08-23",53723
"GM","3 wk ahead inc case","quantile",0.15,"2021-09-11","2021-08-23",58222
"GM","3 wk ahead inc case","quantile",0.2,"2021-09-11","2021-08-23",62774
"GM","3 wk ahead inc case","quantile",0.25,"2021-09-11","2021-08-23",66667
"GM","3 wk ahead inc case","quantile",0.3,"2021-09-11","2021-08-23",70388
"GM","3 wk ahead inc case","quantile",0.35,"2021-09-11","2021-08-23",73546
"GM","3 wk ahead inc case","quantile",0.4,"2021-09-11","2021-08-23",76862
"GM","3 wk ahead inc case","quantile",0.45,"2021-09-11","2021-08-23",80223
"GM","3 wk ahead inc case","quantile",0.5,"2021-09-11","2021-08-23",82434
"GM","3 wk ahead inc case","quantile",0.55,"2021-09-11","2021-08-23",86434
"GM","3 wk ahead inc case","quantile",0.6,"2021-09-11","2021-08-23",90364
"GM","3 wk ahead inc case","quantile",0.65,"2021-09-11","2021-08-23",94683
"GM","3 wk ahead inc case","quantile",0.7,"2021-09-11","2021-08-23",98805
"GM","3 wk ahead inc case","quantile",0.75,"2021-09-11","2021-08-23",103530
"GM","3 wk ahead inc case","quantile",0.8,"2021-09-11","2021-08-23",109054
"GM","3 wk ahead inc case","quantile",0.85,"2021-09-11","2021-08-23",116016
"GM","3 wk ahead inc case","quantile",0.9,"2021-09-11","2021-08-23",124463
"GM","3 wk ahead inc case","quantile",0.95,"2021-09-11","2021-08-23",137371
"GM","3 wk ahead inc case","quantile",0.975,"2021-09-11","2021-08-23",154616
"GM","3 wk ahead inc case","quantile",0.99,"2021-09-11","2021-08-23",170008
"GM","4 wk ahead inc case","point",NA,"2021-09-18","2021-08-23",81679
"GM","4 wk ahead inc case","quantile",0.01,"2021-09-18","2021-08-23",26174
"GM","4 wk ahead inc case","quantile",0.025,"2021-09-18","2021-08-23",33128
"GM","4 wk ahead inc case","quantile",0.05,"2021-09-18","2021-08-23",38730
"GM","4 wk ahead inc case","quantile",0.1,"2021-09-18","2021-08-23",45817
"GM","4 wk ahead inc case","quantile",0.15,"2021-09-18","2021-08-23",51851
"GM","4 wk ahead inc case","quantile",0.2,"2021-09-18","2021-08-23",56725
"GM","4 wk ahead inc case","quantile",0.25,"2021-09-18","2021-08-23",60624
"GM","4 wk ahead inc case","quantile",0.3,"2021-09-18","2021-08-23",65653
"GM","4 wk ahead inc case","quantile",0.35,"2021-09-18","2021-08-23",69173
"GM","4 wk ahead inc case","quantile",0.4,"2021-09-18","2021-08-23",73987
"GM","4 wk ahead inc case","quantile",0.45,"2021-09-18","2021-08-23",77760
"GM","4 wk ahead inc case","quantile",0.5,"2021-09-18","2021-08-23",81679
"GM","4 wk ahead inc case","quantile",0.55,"2021-09-18","2021-08-23",86085
"GM","4 wk ahead inc case","quantile",0.6,"2021-09-18","2021-08-23",90602
"GM","4 wk ahead inc case","quantile",0.65,"2021-09-18","2021-08-23",96249
