"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-06-14","PL","1 wk ahead inc death","2021-06-19","point",NA,323.8
"2021-06-14","PL","2 wk ahead inc death","2021-06-26","point",NA,237.1
"2021-06-14","PL","3 wk ahead inc death","2021-07-03","point",NA,176
"2021-06-14","PL","4 wk ahead inc death","2021-07-10","point",NA,132.4
