"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-10-11","PL","1 wk ahead inc death","2021-10-16","point",NA,191
"2021-10-11","PL","2 wk ahead inc death","2021-10-23","point",NA,202
"2021-10-11","PL","3 wk ahead inc death","2021-10-30","point",NA,201
"2021-10-11","PL","4 wk ahead inc death","2021-11-06","point",NA,194
