"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-08-23","PL","1 wk ahead inc death","2021-08-28","point",NA,18
"2021-08-23","PL","2 wk ahead inc death","2021-09-04","point",NA,19
"2021-08-23","PL","3 wk ahead inc death","2021-09-11","point",NA,20
"2021-08-23","PL","4 wk ahead inc death","2021-09-18","point",NA,20
