"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-07-26","GM","1 wk ahead inc death","2021-07-31","point",NA,147
"2021-07-26","GM","2 wk ahead inc death","2021-08-07","point",NA,140
"2021-07-26","GM","3 wk ahead inc death","2021-08-14","point",NA,127
"2021-07-26","GM","4 wk ahead inc death","2021-08-21","point",NA,115
