"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-06-21","GM","1 wk ahead inc death","2021-06-26","point",NA,399
"2021-06-21","GM","2 wk ahead inc death","2021-07-03","point",NA,258
"2021-06-21","GM","3 wk ahead inc death","2021-07-10","point",NA,161
"2021-06-21","GM","4 wk ahead inc death","2021-07-17","point",NA,82
