"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-11-15","GM","1 wk ahead inc death","2021-11-20","point",NA,2582
"2021-11-15","GM","2 wk ahead inc death","2021-11-27","point",NA,3976
"2021-11-15","GM","3 wk ahead inc death","2021-12-04","point",NA,5063
"2021-11-15","GM","4 wk ahead inc death","2021-12-11","point",NA,5831
