"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-07-12","GM","1 wk ahead inc death","2021-07-17","point",NA,164
"2021-07-12","GM","2 wk ahead inc death","2021-07-24","point",NA,124
"2021-07-12","GM","3 wk ahead inc death","2021-07-31","point",NA,99
"2021-07-12","GM","4 wk ahead inc death","2021-08-07","point",NA,78
