"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-09-27","GM","1 wk ahead inc death","2021-10-02","point",NA,438
"2021-09-27","GM","2 wk ahead inc death","2021-10-09","point",NA,441
"2021-09-27","GM","3 wk ahead inc death","2021-10-16","point",NA,421
"2021-09-27","GM","4 wk ahead inc death","2021-10-23","point",NA,401
