"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-07-19","PL","1 wk ahead inc death","2021-07-24","point",NA,40
"2021-07-19","PL","2 wk ahead inc death","2021-07-31","point",NA,34
"2021-07-19","PL","3 wk ahead inc death","2021-08-07","point",NA,31
"2021-07-19","PL","4 wk ahead inc death","2021-08-14","point",NA,28
