"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-07-26","PL","1 wk ahead inc death","2021-07-31","point",NA,16
"2021-07-26","PL","2 wk ahead inc death","2021-08-07","point",NA,8
"2021-07-26","PL","3 wk ahead inc death","2021-08-14","point",NA,5
"2021-07-26","PL","4 wk ahead inc death","2021-08-21","point",NA,2
