"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-10-18","PL","1 wk ahead inc death","2021-10-23","point",NA,287
"2021-10-18","PL","2 wk ahead inc death","2021-10-30","point",NA,311
"2021-10-18","PL","3 wk ahead inc death","2021-11-06","point",NA,318
"2021-10-18","PL","4 wk ahead inc death","2021-11-13","point",NA,310
