"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-06-07","GM","1 wk ahead inc death","2021-06-12","point",NA,550.7
"2021-06-07","GM","2 wk ahead inc death","2021-06-19","point",NA,311
"2021-06-07","GM","3 wk ahead inc death","2021-06-26","point",NA,86
"2021-06-07","GM","4 wk ahead inc death","2021-07-03","point",NA,0
