"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-10-04","GM","1 wk ahead inc death","2021-10-09","point",NA,420
"2021-10-04","GM","2 wk ahead inc death","2021-10-16","point",NA,443
"2021-10-04","GM","3 wk ahead inc death","2021-10-23","point",NA,466
"2021-10-04","GM","4 wk ahead inc death","2021-10-30","point",NA,465
