"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-05-03","PL","1 wk ahead inc death","2021-05-08","point",NA,2378
"2021-05-03","PL","2 wk ahead inc death","2021-05-15","point",NA,2080.3
"2021-05-03","PL","3 wk ahead inc death","2021-05-22","point",NA,1788.9
"2021-05-03","PL","4 wk ahead inc death","2021-05-29","point",NA,1593.7
