"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-09-06","GM","1 wk ahead inc death","2021-09-11","point",NA,452
"2021-09-06","GM","2 wk ahead inc death","2021-09-18","point",NA,590
"2021-09-06","GM","3 wk ahead inc death","2021-09-25","point",NA,767
"2021-09-06","GM","4 wk ahead inc death","2021-10-02","point",NA,890
