"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-11-29","GM","1 wk ahead inc death","2021-12-04","point",NA,2562
"2021-11-29","GM","2 wk ahead inc death","2021-12-11","point",NA,3093
"2021-11-29","GM","3 wk ahead inc death","2021-12-18","point",NA,3457
"2021-11-29","GM","4 wk ahead inc death","2021-12-25","point",NA,3648
