"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-11-08","GM","1 wk ahead inc death","2021-11-13","point",NA,1708
"2021-11-08","GM","2 wk ahead inc death","2021-11-20","point",NA,2861
"2021-11-08","GM","3 wk ahead inc death","2021-11-27","point",NA,3700
"2021-11-08","GM","4 wk ahead inc death","2021-12-04","point",NA,4389
