"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-06-28","PL","1 wk ahead inc death","2021-07-03","point",NA,118
"2021-06-28","PL","2 wk ahead inc death","2021-07-10","point",NA,83
"2021-06-28","PL","3 wk ahead inc death","2021-07-17","point",NA,65
"2021-06-28","PL","4 wk ahead inc death","2021-07-24","point",NA,50
