"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-12-06","PL","1 wk ahead inc death","2021-12-11","point",NA,2842
"2021-12-06","PL","2 wk ahead inc death","2021-12-18","point",NA,2893
"2021-12-06","PL","3 wk ahead inc death","2021-12-25","point",NA,2812
"2021-12-06","PL","4 wk ahead inc death","2022-01-01","point",NA,2666
