"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-08-30","PL","1 wk ahead inc death","2021-09-04","point",NA,27
"2021-08-30","PL","2 wk ahead inc death","2021-09-11","point",NA,31
"2021-08-30","PL","3 wk ahead inc death","2021-09-18","point",NA,32
"2021-08-30","PL","4 wk ahead inc death","2021-09-25","point",NA,33
