"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-12-13","PL","1 wk ahead inc death","2021-12-18","point",NA,2993
"2021-12-13","PL","2 wk ahead inc death","2021-12-25","point",NA,2957
"2021-12-13","PL","3 wk ahead inc death","2022-01-01","point",NA,2838
"2021-12-13","PL","4 wk ahead inc death","2022-01-08","point",NA,2661
