"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-09-13","PL","1 wk ahead inc death","2021-09-18","point",NA,56
"2021-09-13","PL","2 wk ahead inc death","2021-09-25","point",NA,60
"2021-09-13","PL","3 wk ahead inc death","2021-10-02","point",NA,63
"2021-09-13","PL","4 wk ahead inc death","2021-10-09","point",NA,63
