"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-06-14","GM","1 wk ahead inc death","2021-06-19","point",NA,420.1
"2021-06-14","GM","2 wk ahead inc death","2021-06-26","point",NA,301.5
"2021-06-14","GM","3 wk ahead inc death","2021-07-03","point",NA,195.4
"2021-06-14","GM","4 wk ahead inc death","2021-07-10","point",NA,107.3
