"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-05-31","GM","1 wk ahead inc death","2021-06-05","point",NA,784.9
"2021-05-31","GM","2 wk ahead inc death","2021-06-12","point",NA,520.6
"2021-05-31","GM","3 wk ahead inc death","2021-06-19","point",NA,350.4
"2021-05-31","GM","4 wk ahead inc death","2021-06-26","point",NA,201.2
