"forecast_date","location","target","target_end_date","type","quantile","value"
"2021-09-06","PL","1 wk ahead inc death","2021-09-11","point",NA,46
"2021-09-06","PL","2 wk ahead inc death","2021-09-18","point",NA,52
"2021-09-06","PL","3 wk ahead inc death","2021-09-25","point",NA,55
"2021-09-06","PL","4 wk ahead inc death","2021-10-02","point",NA,55
